pubdate,bvid,url,title,episodes,duration_h,views,likes,coins,favs,replies,author,intro
2024-01-06,BV1Qt4y1d7vN,https://www.bilibili.com/video/BV1Qt4y1d7vN,杀戮尖塔—晚尖食堂：1.绿帽愤怒攻哈战！,1,0.03,38709,2687,304,159,136,白夕Seal,开坑！月更1/20！ / 完整录播：BV1Ac411874v 的P8
2024-01-02,BV1Ac411874v,https://www.bilibili.com/video/BV1Ac411874v,杀戮尖塔—白夕Seal1月录播合集！,171,103.29,41154,519,108,84,50,白夕Seal,五万粉了喵！五万粉谢谢喵！
2023-12-23,BV14G411k7Eb,https://www.bilibili.com/video/BV14G411k7Eb,杀戮尖塔—最新好活！Ai眼中的尖塔？杀戮尖塔版IQ测试？,1,0.37,38526,1837,194,128,62,白夕Seal,感谢@旋转纽约青蛙  给大家带来的好活！ / 最需要IQ的一集！呃呃！
2023-12-23,BV1MN4y1z7oe,https://www.bilibili.com/video/BV1MN4y1z7oe,杀戮尖塔—白夕Seal12.5月录播合集！,87,55.02,23749,338,71,45,18,白夕Seal,200p又满惹！呃呃！！！
2023-12-22,BV1Rc411y7gs,https://www.bilibili.com/video/BV1Rc411y7gs,杀戮尖塔—梗知识科普！了解尖塔行话与最新热梗！,1,0.09,333193,10589,1265,1799,541,白夕Seal,"屋屋！呃呃！嘤~ / 考古地址：BV1Eu4y1p7QJ农豹联动回 / BV19k4y1f7v8纯享呃呃回"
2023-11-28,BV14a4y1f7yY,https://www.bilibili.com/video/BV14a4y1f7yY,杀戮尖塔—白夕Seal12月录播合集！,195,127.87,44420,480,131,79,82,白夕Seal,单视频上限怎么只有200P！
2023-11-09,BV1EN411g7ma,https://www.bilibili.com/video/BV1EN411g7ma,杀戮尖塔—迟到的超级竞速种！7分32灼热敲豹心脏！,1,0.17,204618,5142,441,504,177,白夕Seal,"种子号：45V4LPIFRNW1V / 按猫粮杯老规则碎心减时7分半 成绩2秒钟，争取再努努力争取打完一局+1s刷起来！"
2023-11-05,BV1NQ4y1n7xS,https://www.bilibili.com/video/BV1NQ4y1n7xS,杀戮尖塔—白夕Seal11月录播合集！,200,131.74,45751,628,141,96,133,白夕Seal,"录播豹豹竟是我自己！ / 有部分局忘记点录制！寄！"
2023-10-23,BV1up4y1M795,https://www.bilibili.com/video/BV1up4y1M795,【杀戮尖塔猫粮杯5】决赛,9,2.49,88853,1975,295,134,92,破碎的星光brkstar,猫粮杯5圆满结束啦，感谢各位选手、解说和比赛mod制作者为大家带来的精彩比赛，最后也要感谢猫粮杯组织者@爱丽丝拉斐尔_Official   付出的努力，关注拉斐尔谢谢喵
2023-10-22,BV1RM41197yX,https://www.bilibili.com/video/BV1RM41197yX,杀戮尖塔—第五届猫粮杯决赛！ 二台视角,5,1.78,13854,440,70,41,18,白夕Seal,"恭喜 @哦不次 获得第五届猫粮杯冠军！900小时天才玩家，为我们带来了精彩的比赛！ / 半决赛录像可以看上个4强合集哦！"
2023-10-21,BV1tB4y1o7Jx,https://www.bilibili.com/video/BV1tB4y1o7Jx,【杀戮尖塔猫粮杯5】四强双败赛,17,5.02,42448,1295,193,70,102,破碎的星光brkstar,四强赛采用双败赛制
2023-10-21,BV1Nw411r7j6,https://www.bilibili.com/video/BV1Nw411r7j6,杀戮尖塔—第五届猫粮杯四强赛  二台视角,21,6.18,8724,338,67,25,24,白夕Seal,生存杯，豹毙杯，反转杯，切割杯！
2023-10-14,BV1Cy4y1N7Eq,https://www.bilibili.com/video/BV1Cy4y1N7Eq,【杀戮尖塔猫粮杯5】八强赛,24,8.42,70609,1764,289,122,130,破碎的星光brkstar,八强赛规则BO3瑞士轮，持续3天，2胜出现，2负淘汰
2023-10-14,BV1iC4y1G7Rb,https://www.bilibili.com/video/BV1iC4y1G7Rb,杀戮尖塔—第五届猫粮杯8进4 二台视角,24,8.77,15900,487,73,32,41,白夕Seal,"偷偷提示，标有符号的局不容错过哦！诶嘿！ /  / 猫粮杯是规则为进阶15的竞速比赛，具体规则请参考拉斐尔的动态！ /  / 四强最终出线名额为：哦不次 该隐未隐 隔壁老王 哇呜K  /  / 决赛将于下周末举办！"
2023-10-03,BV1u84y1m7Yb,https://www.bilibili.com/video/BV1u84y1m7Yb,【杀戮尖塔猫粮杯5】十六强赛,32,12.96,94038,1752,394,192,204,破碎的星光brkstar,十六强赛为瑞士轮。每日同比分选手抽签比赛，最后决出八强，比赛细则查看@爱丽丝拉斐尔_Official  动态海报，每日赛程和赛果拉斐尔也都会发动态公布
2023-06-13,BV1gX4y147D3,https://www.bilibili.com/video/BV1gX4y147D3,豹论尖塔—那些不为人知的不实用冷知识 第七期,1,0.08,82301,3619,527,225,116,白夕Seal,是故意豹毙还是不小心？是，是故意的！
2023-06-12,BV1Vz4y1i7K7,https://www.bilibili.com/video/BV1Vz4y1i7K7,豹论尖塔—那些不为人知的不实用冷知识 第六期,1,0.09,51182,3035,496,186,91,白夕Seal,日更越多，视频越多，视频越多，素材越少，素材越少，视频越少，所以视频越多，视频越少！不是我不想更，主要是考虑家人们的戒断反应！
2023-06-09,BV16z4y1v7o4,https://www.bilibili.com/video/BV16z4y1v7o4,豹论尖塔—那些不为人知的不实用冷知识 第五期,1,0.06,72178,3800,612,204,166,白夕Seal,很喜欢评论区的一句话——你是？ / 求求点赞捏，1天内800赞拉稀式更新下期！
2023-05-01,BV1Do4y1t7iA,https://www.bilibili.com/video/BV1Do4y1t7iA,杀戮尖塔—铁甲战士200连胜达成！一剑把尖塔砍豹！,1,0.53,50988,1421,234,105,100,白夕Seal,还有一个丢人的我不说是谁 / 具体每局录播指路@录播豹豹
2023-04-17,BV17k4y1a7mS,https://www.bilibili.com/video/BV17k4y1a7mS,杀戮尖塔—机器人真的强死了！！？,1,0.05,29270,987,163,53,91,白夕Seal,不像是演的，不确定，再看看。 /  / 视频制作：鹿千歌
2023-03-13,BV1aY411z7PU,https://www.bilibili.com/video/BV1aY411z7PU,杀戮尖塔—第一届猫粮杯冬季赛决赛！,3,1.53,46840,1049,289,136,107,白夕Seal,痛失寄军！噫呜呜呜呜呜 喵！
2023-03-11,BV1tk4y1h71w,https://www.bilibili.com/video/BV1tk4y1h71w,杀戮尖塔—战士鸽又一力作！不怎么胡的9.24碎心！10分打爆心脏合集！,3,0.52,33542,872,124,60,55,白夕Seal,急急急急急急急！！！
2023-03-04,BV1SM4y1R7L7,https://www.bilibili.com/video/BV1SM4y1R7L7,杀戮尖塔—猫娘杯练习！1分25秒观者速通~,1,0.16,136581,2888,222,273,117,白夕Seal,咕~
2023-02-24,BV1xX4y197b7,https://www.bilibili.com/video/BV1xX4y197b7,杀戮尖塔—10:03砍翻尖塔战士鸽！（猫娘杯练习）,1,0.18,23071,789,108,50,83,白夕Seal,碎心按比赛规则会减7分30秒，于是...
2023-01-24,BV1tA411k7rS,https://www.bilibili.com/video/BV1tA411k7rS,杀戮尖塔—烟雾弹杀人事件！新年整蛊豹毙第一人！,1,0.03,81960,2382,285,199,150,白夕Seal,这对劲吗？这不对劲！
2022-11-02,BV1nP411w7kq,https://www.bilibili.com/video/BV1nP411w7kq,杀戮尖塔—从零开始的Nosl机器人爬塔生活！,26,13.14,44570,734,219,248,57,白夕Seal,摆就毙
2022-11-02,BV1rD4y1477w,https://www.bilibili.com/video/BV1rD4y1477w,杀戮尖塔—从零开始的Nosl观豹爬塔生活！,23,9.24,30857,537,200,214,38,白夕Seal,毙就摆
2022-11-02,BV1wV4y1371p,https://www.bilibili.com/video/BV1wV4y1371p,杀戮尖塔—从零开始的Nosl猎豹爬塔生活！,25,12.81,34788,579,230,269,29,白夕Seal,玩着摆
2022-11-02,BV1Ev4y1D7AG,https://www.bilibili.com/video/BV1Ev4y1D7AG,杀戮尖塔—冷知识：全遗物基础牌能不能打过心脏？,1,0.37,220249,3655,245,329,313,白夕Seal,"纸上得来终觉浅，_______________。 / 河里 / 视频中不包括商店遗物（每个商店最右边的第一个遗物） 和问号出现的事件遗物"
2022-11-02,BV1m84y1i7fj,https://www.bilibili.com/video/BV1m84y1i7fj,杀戮尖塔—从零开始的Nosl战豹爬塔生活！,21,12.67,49632,707,275,358,137,白夕Seal,摆着玩
2022-10-14,BV1gN4y1P7NZ,https://www.bilibili.com/video/BV1gN4y1P7NZ,杀戮尖塔—白夕Seal 静默猎手百连合集,21,15.34,93662,1267,479,787,100,白夕Seal,给vari姐姐的小灶~
2022-10-13,BV1aG411j7Nq,https://www.bilibili.com/video/BV1aG411j7Nq,杀戮尖塔—杀戮尖塔—白夕Seal十月录播,91,55.95,17226,300,110,39,29,白夕Seal,啾咪哟~~~
2022-09-12,BV1g24y1Z71M,https://www.bilibili.com/video/BV1g24y1Z71M,杀戮尖塔—白夕Seal Mod录播合集,47,42.11,52484,798,229,316,63,白夕Seal,好二次元啊！
2022-09-11,BV1EY4y1K79X,https://www.bilibili.com/video/BV1EY4y1K79X,杀戮尖塔—杀戮尖塔—白夕Seal九月录播,160,88.71,20809,415,145,52,61,白夕Seal,“今天主播状态极好，想必可以打10连甚至9连（指毙）”
2022-09-10,BV1GT411M7q8,https://www.bilibili.com/video/BV1GT411M7q8,【动态壁纸】白夕的中秋月豹！  今日豹壁（指壁纸）,1,0.01,8768,723,205,107,133,白夕Seal,"嗨嗨嗨！没想到吧，豹豹还会变身~ / 中秋快乐哦！祝大家都能在今天月圆人团圆！ / 源文件如果想要的人多后续会发布在评论区和动态！ / 记得三连哦~"
2022-08-29,BV1NG4y167QV,https://www.bilibili.com/video/BV1NG4y167QV,杀戮尖塔—2022猫粮杯表演赛（选手语音版),2,1.28,15143,433,117,49,43,白夕Seal,嘟嘟嘟嘟嘟！！！
2022-08-28,BV1GP4y1f7PR,https://www.bilibili.com/video/BV1GP4y1f7PR,【杀戮尖塔猫粮杯3】决赛,17,6.53,151393,2903,533,326,242,破碎的星光brkstar,第三届猫粮杯正赛已经圆满结束，28号晚上还有表演赛也会发到这里
2022-08-25,BV1rG4y1r7Wh,https://www.bilibili.com/video/BV1rG4y1r7Wh,杀戮尖塔—四强赛 双败制第一天（树枝你不得house）,8,2.17,29772,679,110,53,97,白夕Seal,希望今天之后大家都记住一句话，”事件sl不是很重要“
2022-08-22,BV1Vg411D7DJ,https://www.bilibili.com/video/BV1Vg411D7DJ,杀戮尖塔—2022猫粮杯白夕冥场面集锦,9,2.4,61330,1299,295,233,96,白夕Seal,达咩，达咩跌丝 呜呜呜
2022-07-25,BV1UV4y1775Y,https://www.bilibili.com/video/BV1UV4y1775Y,杀戮尖塔—白夕Seal机器人百连全程录播 (四职业百连达成）机器人实战攻略大全,99,76.12,118007,1651,628,848,160,白夕Seal,"不sl开局，不使用bug，不包含点播 / 7.24  达到尖塔最高峰！四职业百连！ / 历时一月，一路陪伴，感谢有你！"
2022-07-19,BV16e4y1X7tQ,https://www.bilibili.com/video/BV16e4y1X7tQ,杀戮尖塔—两千黑球时钟的尽头，是寄器人的未来！,1,0.13,15653,640,173,46,99,白夕Seal,视频仅供娱乐，实际不强行打第二场战斗会在小怪神抽无伤后拿到灵体~~~ /  / 原理解释： / 竞技场事件第二场战斗会根据第一场战斗的 “洗牌次数” 来影响发牌 / 也是全尖塔唯一可以穷举牌序的战斗，通过不断尝试不同洗牌次数对应的发牌即可以创造出属于自己的神抽 / 本次目标洗牌次数70次，回合数212！寄寄之火，还不可以熄灭！
2022-07-09,BV1xY4y1J7rs,https://www.bilibili.com/video/BV1xY4y1J7rs,杀戮尖塔—白夕Seal七月录播（内含豹毙）,84,65.23,14706,345,113,39,29,白夕Seal,蠕动，可爱滴捏，什么牛马
2022-06-29,BV1234y1H7Ly,https://www.bilibili.com/video/BV1234y1H7Ly,杀戮尖塔—机器人百连中途豹毙珍贵记录 （机器人百科全书）,86,64.86,33390,707,225,215,89,白夕Seal,弟门
2022-06-28,BV1ma411W78v,https://www.bilibili.com/video/BV1ma411W78v,杀戮尖塔—寄术主播含毙量1000%的一天！,7,2.8,14833,536,164,69,63,白夕Seal,@落星  代播你怎么回事？？你这样我很难收场啊！！
2022-06-19,BV1pY411T7Kw,https://www.bilibili.com/video/BV1pY411T7Kw,杀戮尖塔—灼热赛马，当赛马场跑进一辆摩托车,1,0.62,13456,585,117,43,51,白夕Seal,戒赌公益视频~
2022-06-16,BV1G34y1572L,https://www.bilibili.com/video/BV1G34y1572L,豹论尖塔—17分钟猎宝精通！静默猎手光速成进阶攻略（二）,1,0.29,309035,7633,2558,2032,244,白夕Seal,喝完了！撑死滴捏！
2022-05-29,BV1zt4y1p7k8,https://www.bilibili.com/video/BV1zt4y1p7k8,杀戮尖塔—白夕Seal 铁甲战士百连合集,83,71.68,219747,2662,1220,1938,209,白夕Seal,"默认不sl开局 / 不使用BUG / 均长50分钟"
2022-05-23,BV1VB4y1R7dp,https://www.bilibili.com/video/BV1VB4y1R7dp,豹论尖塔—10分钟猎宝入门！静默猎手光速成进阶攻略（一）,1,0.18,694077,14227,3073,4277,552,白夕Seal,"病假复工期！ / 小海豹歪头~"
2022-05-20,BV1R34y177RU,https://www.bilibili.com/video/BV1R34y177RU,杀戮尖塔—Nosl珍贵豹毙史料,13,10.97,15273,460,120,67,73,白夕Seal,"问！心！无！愧！ / 打的非常认真，只有一点随意，大概也就是伤害完全没算的水平！ /  / 中间丢失了一部分，压灭咯！！!"
2022-05-15,BV1YB4y1y7ez,https://www.bilibili.com/video/BV1YB4y1y7ez,从0做全职主播14个月吃得起饭吗？1.3万V圈出道能回本吗？,1,0.22,75315,4161,2345,802,382,白夕Seal,"嘴痛水一期，结果写着写着就不是水了 / 愿你被生活温柔以待~ / 建模@老夫是个男孩子哒 / 原画@雾流（米画师） /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  /  / 才，，，，，，才不是V呢！"
2022-05-12,BV1m5411d7aZ,https://www.bilibili.com/video/BV1m5411d7aZ,豹论尖塔—Boss遗物的选择（四） 功能性遗物,1,0.14,177213,5300,1282,501,151,白夕Seal,这几天好累哦！呜呜
2022-05-11,BV1ir4y1t7Yj,https://www.bilibili.com/video/BV1ir4y1t7Yj,杀戮尖塔—不可能通过的战斗？ 游戏名：永远别放弃！,1,0.46,22831,888,247,67,74,白夕Seal,"过啦！没毙！乐乐！！！ / 观众：maybe，blue"
2022-05-09,BV1AL4y1F7tG,https://www.bilibili.com/video/BV1AL4y1F7tG,杀戮尖塔—白夕Seal万粉生日纪念鸽回！！！,10,0.63,9558,512,217,60,96,白夕Seal,"可恶啊，嗓嗓状态不是很好捏 / 呜呜 / P10来看反差！"
2022-05-07,BV1iu411r7Mu,https://www.bilibili.com/video/BV1iu411r7Mu,豹论尖塔—【局内篇】药水使用寄巧,1,0.1,123243,4757,1083,449,123,白夕Seal,翻身，咕噜噜噜歪比歪比~~~
2022-05-07,BV1cY4y1b77E,https://www.bilibili.com/video/BV1cY4y1b77E,豹论尖塔—Boss遗物的选择（三）职业特色遗物,1,0.13,205801,7035,1685,589,349,白夕Seal,现在是凌晨5点，当你看到这期视频，一只小海豹正在睡香香！
2022-05-04,BV1y54y1f7Tm,https://www.bilibili.com/video/BV1y54y1f7Tm,豹论尖塔—Boss遗物的选择（二）通用加费,1,0.11,237407,6981,1416,752,329,白夕Seal,"下期预告：职业特色遗物，暂定四期收尾本项目！ / 嘤！ / 记得看下豹豹动态的置顶哦！"
2022-05-01,BV1QT4y1z7BE,https://www.bilibili.com/video/BV1QT4y1z7BE,豹论尖塔—Boss遗物的选择（一）卡组评估,3,0.32,138847,4833,1057,695,215,白夕Seal,海豹炖豹了鸽子！
2022-04-30,BV13r4y1n73m,https://www.bilibili.com/video/BV13r4y1n73m,豹论尖塔—幼儿园小朋友也能听懂的塔学教程—牌序篇,1,0.1,165618,5638,1728,1402,221,白夕Seal,小海豹！累累了捏！！
2022-04-29,BV1xY4y1k7FK,https://www.bilibili.com/video/BV1xY4y1k7FK,杀戮尖塔—白夕Seal三月录播合集（下）,66,48.85,14623,257,109,40,25,白夕Seal,豹子多秋~
2022-04-28,BV1u3411K7hH,https://www.bilibili.com/video/BV1u3411K7hH,豹论尖塔—那些不为人知的实用冷知识 第四期,1,0.12,71461,4915,1064,284,120,白夕Seal,没了没了！再也榨不出来了！豹榨了已经！
2022-04-28,BV1zu411k7RK,https://www.bilibili.com/video/BV1zu411k7RK,【SpireCraft】—我特么直接渡劫！！！,1,0.12,43603,3159,1052,256,126,白夕Seal,"猎100连胜纪念 / 准备寻找新的风格， / 初次尝试比较复杂的制作，感觉以前的视频都像低创，呜呜"
2022-04-26,BV1r541117aR,https://www.bilibili.com/video/BV1r541117aR,豹论尖塔—那些不为人知的实用冷知识 第三期,1,0.12,83325,6953,1427,373,108,白夕Seal,现在是凌晨7点，当你看到这期视频，说明一只无辜的小海豹已经离开人世 TAT
2022-04-25,BV19L4y1V7C3,https://www.bilibili.com/video/BV19L4y1V7C3,豹论尖塔—那些不为人知的实用冷知识 第二期,1,0.09,102926,8618,1637,498,156,白夕Seal,噜咕噜咕噜！
2022-04-23,BV1NS4y1a7oV,https://www.bilibili.com/video/BV1NS4y1a7oV,豹论尖塔—那些不为人知的实用冷知识  第一期,1,0.1,124615,5353,1151,485,134,白夕Seal,咕噜咕噜咕噜咕噜~~
2022-04-20,BV1pL4y1L7jX,https://www.bilibili.com/video/BV1pL4y1L7jX,豹论尖塔—幼儿园小朋友也能听懂的塔学教程—随机数篇,1,0.11,162616,4141,1226,967,177,白夕Seal,喝水！咕噜咕噜咕噜咕！
2022-04-19,BV1oB4y1U7gJ,https://www.bilibili.com/video/BV1oB4y1U7gJ,豹论尖塔—21分钟机宝精通！故障机器人光速成进阶攻略（二）,1,0.36,492586,11378,4194,3226,612,白夕Seal,喝水回来了，嗝~~~
2022-04-17,BV14T4y1a7CY,https://www.bilibili.com/video/BV14T4y1a7CY,豹论尖塔—7分钟机宝入门！故障机器人光速成进阶攻略（一）,1,0.12,963949,15911,2613,4452,825,白夕Seal,好耶！P2BV1oB4y1U7gJ传送门
2022-04-02,BV1iZ4y1m7z2,https://www.bilibili.com/video/BV1iZ4y1m7z2,杀戮尖塔—白夕Seal三月录播合集,44,33.44,10052,176,90,40,25,白夕Seal,黑豹豹出生的月份！
2022-03-05,BV1tZ4y1r7Mg,https://www.bilibili.com/video/BV1tZ4y1r7Mg,杀戮尖塔—白夕Seal二月录播合集,49,44.54,7503,138,104,30,23,白夕Seal,可寄~
2022-02-04,BV17u41197a7,https://www.bilibili.com/video/BV17u41197a7,白夕Seal—除夕纪念录播！（歌回？）,1,2.25,4683,171,112,22,77,白夕Seal,社死了捏 嘤
2022-02-04,BV1R5411d7Ae,https://www.bilibili.com/video/BV1R5411d7Ae,豹论尖塔—14分钟玩懂！观者光速成进阶攻略！,1,0.24,826353,14770,3683,4614,977,白夕Seal,"豹咕豹咕豹咕 / 嘤！"
2022-01-29,BV1jF411H7kp,https://www.bilibili.com/video/BV1jF411H7kp,杀戮尖塔—白夕Seal一月录播合集,31,29.17,5403,120,95,22,17,白夕Seal,哈哈哈 寄汤来咯!
2021-12-03,BV1ti4y1o7q3,https://www.bilibili.com/video/BV1ti4y1o7q3,杀戮尖塔—白夕Seal十二月录播合集,38,37.06,7628,152,102,31,22,白夕Seal,寄！
2021-11-25,BV1ai4y1o7z5,https://www.bilibili.com/video/BV1ai4y1o7z5,杀戮尖塔—铁甲战士100连碎心日记（72豹豹毙毙TAT）,62,68.36,79586,865,463,560,65,白夕Seal,"壁垒巩固你罪大恶极！ / 呜呜呜"
2021-11-23,BV14q4y167gM,https://www.bilibili.com/video/BV14q4y167gM,杀戮尖塔—观者100连碎心日记,42,44.96,102185,1211,451,754,91,白夕Seal,“输不了的职业能不能直接赢” / 不换4 不sl开局 不用bug 100连碎心 / 第二次百连观者咯 / 部分录播丢失 计算了以前的30连
2021-10-29,BV1gL4y1z7Kh,https://www.bilibili.com/video/BV1gL4y1z7Kh,豹论尖塔—15分钟玩懂！铁甲战士光速成进阶攻略！,1,0.27,1003418,19192,6224,8093,1329,白夕Seal,简介位招租~（快夸我！）
2021-10-18,BV1Fb4y1h7MS,https://www.bilibili.com/video/BV1Fb4y1h7MS,杀戮尖塔-白夕Seal 十月录播合集,42,49.81,8006,162,147,38,33,白夕Seal,gan gai
2021-09-24,BV1eq4y1P7iq,https://www.bilibili.com/video/BV1eq4y1P7iq,杀戮尖塔-白夕Seal 九月录播合集,50,44.55,16243,269,168,56,61,白夕Seal,夺冠后的第一个月！随机种子70连胜啦！欢迎进群摸摸豹豹，群号：675664157
